name,product_type,availability,price,original_price,discount_amount,discount_percentage,has_discount,buen_fin_discount,black_friday_discount,image,reviews_count,rating
Samsung Galaxy Tab S6 Lite 2024 Color Verde Claro RAM 4GB 128GB,tablet,Out of Stock,,0.0,601.0,15.02,Yes,False,False,https://m.media-amazon.com/images/I/51HiuV7NFdL._AC_UL320_.jpg,366.0,4.5
"SAMSUNG Galaxy Z Flip 3 5G, versión estadounidense, 128GB, negro fantasma - desbloqueado (reacondicionado)",smartphone,Available,6881.85,6881.85,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61JXIlARNfL._AC_UL320_.jpg,1556.0,3.7
Cartuchos de tóner SCX-4521 con Chip de Repuesto para Samsung SCX-4521 Cartucho de tóner Funciona con Impresora para Samsung SCX-4521,another,Available,1061.99,1061.99,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/713z2d58oOL._AC_UL320_.jpg,0.0,
Cartuchos de Tóner MLT-D205L con Chip de Repuesto para Samsung MLT-D205L el Tóner Funciona con Las Impresoras para Samsung MLT-D205L,another,Available,989.99,989.99,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/716VUO5zZ1L._AC_UL320_.jpg,0.0,
Cartuchos de Tóner MLT-K200L con Chip de Repuesto para Samsung MLT-K200L Cartucho de Tóner Funciona con Impresora para Samsung MLT-K200L,another,Available,1061.99,1061.99,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71fw0qD0a1L._AC_UL320_.jpg,0.0,
Cartuchos de tóner D4725A con Chip de Repuesto para Samsung D4725A Cartucho de tóner Funciona con Impresora para Samsung D4725A,another,Available,1096.99,1096.99,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71d+95KrUmL._AC_UL320_.jpg,0.0,
Cartuchos de Tóner D4725A con Chip de Repuesto para Samsung D4725A Cartucho de Tóner Funciona con Impresoras para Samsung D4725A,another,Available,1526.99,1526.99,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71S9Vxr7pML._AC_UL320_.jpg,0.0,
"YAPANIZCEL Funda Compatible con Samsung Galaxy Tab A9 Plus 11"" (SM-X216B) 11 Pulgadas, Soporte lápiz S Pen + Stand, Correa Uso rudo Reforzada (Morado)",case,Available,313.2,399.0,85.8,21.5,Yes,False,False,https://m.media-amazon.com/images/I/71M9myQJWYL._AC_UL320_.jpg,147.0,4.7
"QYOUTH 2 Piezas Protector de Pantalla para Samsung Galaxy S24,Mica Cristal Vidrio Templado,Viene con herramienta fácil de instalar. (S24)",smartphone,Available,269.0,269.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51GEP7HgXDL._AC_UL320_.jpg,2.0,4.5
Cartuchos de Tóner SCX-D4725A con Chip de Repuesto para Samsung el Tóner SCX-D4725A Funciona con Impresoras para Samsung SCX-D4725A,another,Available,989.99,989.99,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71oO93Yl6NL._AC_UL320_.jpg,0.0,
