name,product_type,availability,price,original_price,discount_amount,discount_percentage,has_discount,buen_fin_discount,black_friday_discount,image,reviews_count,rating
"Lenovo Tab P12 | 12.7"" 3K | 8GB + 256GB MediaTek Dimensity 7050 | Cámara 13 MP Altavoces JBL | Android 13",tablet,Available,8999.0,10999.0,2000.0,18.18,Yes,False,False,https://m.media-amazon.com/images/I/51SF34dhsZL._AC_UL320_.jpg,94.0,4.8
"YAPANIZCEL Funda Compatible con Samsung Galaxy Tab A9 8.7"" (SM-X115N, SM-X110N) 8.7 Pulgadas, Soporte lápiz S Pen + Stand, Correa Uso rudo Reforzada (Negro)",case,Available,351.1,399.0,47.9,12.01,Yes,False,False,https://m.media-amazon.com/images/I/61JmhtQ9JaL._AC_UL320_.jpg,24.0,4.9
"HOTWAV R9 Pro Tablet Rugerizada Android 14 Tableta- 2K 11'' 20080mAh 20GB+256GB/(2TB) Rugged Tableta, Cámara de 64MP+16MP Octa-Core IP68 e IP69K Impermeable Tablet/Dual SIM 4G/5G WiFi/Face ID/GPS/OTG",tablet,Available,6621.37,6621.37,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/716U9YYqmkL._AC_UL320_.jpg,2.0,5.0
"JXCNSNW Tablet Android de 10.1 pulgadas, 4G LTE Dual SIM, 8GB RAM 128GB de almacenamiento, soporta tarjeta micro de 1 TB, visualización táctil IPS Full HD 1920 1200, cámara dual,",tablet,Available,1835.75,1835.75,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71O4klrlcPL._AC_UL320_.jpg,140.0,3.4
"Dpofirs Funda for Samsung Galaxy Tab A8 10.5, Funda Protectora de TPU Resistente y Resistente para Tablet A8 X200, X205, con Portalápices, Funda con Teclado para Tableta",case,Available,535.0,589.0,54.0,9.17,Yes,False,False,https://m.media-amazon.com/images/I/51EXqRGkfAL._AC_UL320_.jpg,0.0,
Tableta Galaxy-Tab-A9 8.7 INC 8GB 128 GB Silver WiFi Samsung,tablet,Available,3399.0,3399.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51MTx42E4GL._AC_UL320_.jpg,25.0,4.2
"SAMSUNG Galaxy Tab S9 FE+ Plus Tablet Android de 12.4 Pulgadas y 256 GB, batería de Larga duración, procesador Potente, lápiz S, cámara de 8 MP, diseño Ligero y Duradero, Almacenamiento expandible,",tablet,Available,12597.35,16459.0,3861.65,23.46,Yes,False,False,https://m.media-amazon.com/images/I/61VWKpk0YzL._AC_UL320_.jpg,2063.0,4.6
Samsung Tablet Galaxy S9 FE 8GB 256GB Gris,tablet,Out of Stock,,0.0,3861.65,23.46,Yes,False,False,https://m.media-amazon.com/images/I/41pB+CA05qL._AC_UL320_.jpg,71.0,4.2
"SAMSUNG Galaxy Tab A9 4G LTE (64 GB, 4 GB, Celular) Tablet Android de 8.7 Pulgadas, Octa-Core (6 NM), Altavoces Dobles (Modelo Internacional Totalmente Desbloqueado para Mexico y Global) X115",tablet,Available,3465.77,3465.77,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51HL5sz4keL._AC_UL320_.jpg,59.0,4.3
"SAMSUNG Galaxy Tab A9+ 11 pulgadas 64GB Wi-Fi Android Tablet, visualización grande, altavoces cuádruple, chipset mejorado, visualización multiventana, diseño delgado, ligero, duradero, versión de EE.",tablet,Available,3527.63,3527.63,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51OMSBpi6mL._AC_UL320_.jpg,41.0,4.4
"Tablet Samsung Galaxy Tab S8 Android, visualización LCD de 11 pulgadas, almacenamiento de 128 GB, productividad DeX, Qualcomm Snapdragon, S Pen incluido, batería para todo el día, cámara ultra ancha,",tablet,Available,7733.92,7733.92,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61oBVRcipDL._AC_UL320_.jpg,207.0,4.4
"SAMSUNG Galaxy Tab S6 Lite 2024 (128 GB, incluye S-Pen y cubierta de libro) 10.4 pulgadas Full HD, Android 14, modo Dex, Exynos 1280 5nm, batería todo el día Wi-Fi Tablet SM-P620 Modelo internacional",tablet,Available,6770.33,6770.33,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51o9v6+jiTL._AC_UL320_.jpg,7.0,4.4
"SAMSUNG Galaxy Tab S7 FE 128 GB 12.4"" visualización WiFi Android Tablet - Mystic Green (reacondicionado)",tablet,Available,6255.21,6255.21,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/81wfWokJJPL._AC_UL320_.jpg,4.0,5.0
"Samsung Galaxy Tab S7 (tableta 5G) LTE/WiFi (AT&T), Mystic Black - 128 GB (modelo 2020 - Versión de EE. UU. y garantía) - SM-T878UZKAATT (renovado)",tablet,Available,6206.34,6206.34,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/41OeG8nbhYS._AC_UL320_.jpg,11.0,4.0
"Lenovo Tab M10 | 10.1"" WUXGA Unisoc T610 4GB RAM 64GB | Dual Speaker Dolby Atmos, Cámara 8.0MP Frontal 5.0MP | Android 11",tablet,Available,3495.0,3899.0,404.0,10.36,Yes,False,False,https://m.media-amazon.com/images/I/61lnNweFKVL._AC_UL320_.jpg,57.0,4.2
"SAMSUNG Tablet A7 Lite 32Gb 8.7"" Gris SM-T220NZAAXAR",tablet,Available,2753.58,2753.58,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/819hAP4xoGS._AC_UL320_.jpg,14498.0,4.7
Samsung Tab A7 Lite 8.7 Gris 32GB (SM-T220NZAAXAR) (Reacondicionado),tablet,Available,2401.44,2401.44,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/819hAP4xoGS._AC_UL320_.jpg,710.0,4.1
"Samsung Galaxy Tab A9 (SM-X110), 64GB 4GB RAM, solo WiFi, versión internacional (paquete de cargador de pared de 15W) (gris)",tablet,Available,3111.26,3111.26,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51HL5sz4keL._AC_UL320_.jpg,205.0,3.8
"Acer Tablet ICONIA Tab A10 10.1"", 4 GB RAM, 64 GB, Android 12, Mediatek MTK MT8168, Quad-Core Arm",tablet,Available,1799.0,1799.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51VG-vm5MiL._AC_UL320_.jpg,18.0,4.2
"SAMSUNG - Tableta Galaxy Tab S6 Lite de 10,4 Pulgadas, 64 GB, WiFi, Gris Oxford, SM-P610NZAAXAR, S Pen Incluido (renovado)",tablet,Available,4096.59,4096.59,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61-gynMDmiL._AC_UL320_.jpg,820.0,4.4
"SAMSUNG Galaxy Tab A SM-T387 8"" Tablet - 32 GB Storage - WiFi and Verizon 4G - Black - (Renewed)",tablet,Available,1658.7,1658.7,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/81tytTAqCOL._AC_UL320_.jpg,388.0,3.7
"Apple iPad, 10.2 pulgadas, Wi-Fi, último modelo, , Wi-Fi, Gris espacial, 32 GB SSD(Reacondicionado)",another,Available,4299.82,4299.82,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/81IjVvOXGdL._AC_UL320_.jpg,8254.0,4.2
"FUWEN 2PCS Puntas de Repuesto de aleación Titanio antidesgaste, Puntas de Repuesto compatibles para Samsung Tab S6 /S7/S8/S9/Note10/S22, lápiz Capacitivo de Control preciso, con Herramienta de Pinzas",tablet,Available,199.0,199.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51Uxpg2p8SL._AC_UL320_.jpg,33.0,4.1
"SAMSUNG Galaxy Tab S7 FE 2021 - Tablet Android de 12.4 Pulgadas, WiFi 64 GB, bolígrafo S Incluido batería de Larga duración, Rendimiento Potente, Negro místico (reacondicionado)",tablet,Available,6403.95,6403.95,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/91pjZAMbEUS._AC_UL320_.jpg,618.0,4.4
"Acer Tablet Iconia Tab M10 | 10.1"" WUXGA 1920 x 1200 IPS Touch | RAM 4GB, 64GB | Android 12 | CPU M8183C Quad-Core | Cámara Delantera de 5MP y Trasera de 8MP | Incluye Funda Protectora",tablet,Available,2499.0,3999.0,1500.0,37.51,Yes,False,False,https://m.media-amazon.com/images/I/61GwBF-EoVL._AC_UL320_.jpg,50.0,4.5
"SAMSUNG Galaxy Tab S9+ Plus 12.4 pulgadas 512 GB, tablet WiFi 6E Android, procesador Snapdragon 8 Gen2, visualización AMOLED, bolígrafo S, clasificación IP68, versión de EE. UU., 2023, grafito",tablet,Available,15885.36,15885.36,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/71RXkwrLY4L._AC_UL320_.jpg,14.0,4.5
"SAMSUNG Tablet Galaxy Tab A9+ 11"" 4GB 64GB Octa Core Android 13 Gris SM-X210NZAAMXO Garantia con Fabricante",tablet,Available,3549.0,3549.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/51G-9TUm1uL._AC_UL320_.jpg,0.0,
"Samsung Galaxy Tab S9 FE+ 12.4 pulgadas 256 GB+12 GB RAM Android Tablet, IP68 resistente al agua y al polvo, batería de larga duración, lápiz S, cámara de 8 MP, 2023 (gris)",tablet,Available,12897.73,12897.73,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/415C4cU8YML._AC_UL320_.jpg,9.0,3.7
"Samsung Galaxy Tab A T307U 8.4 pulgadas Tablet 32GB WiFi + 4G LTE Verizon desbloqueado 1.8GHz, Mocha (reacondicionado)",tablet,Available,2268.34,2268.34,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61iAtKMpGnL._AC_UL320_.jpg,6.0,3.7
"Samsung Galaxy Tab S6 Lite 10.4"" 128Gb - Angora Blue (reacondicionado)",tablet,Available,5032.57,5032.57,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61nRgHdh3QL._AC_UL320_.jpg,26.0,4.8
"Samsung Galaxy Tab S7 FE 12.4"" 128GB T733 WiFi solo (reacondicionado)",tablet,Available,5728.28,6632.63,904.35,13.63,Yes,False,False,https://m.media-amazon.com/images/I/81pvrghQpzL._AC_UL320_.jpg,24.0,4.7
"Samsung Galaxy Tab A 8.4"" 32GB, moca SM-T307UZNATMB (2020) - T-Mobile (Reacondicionado)",tablet,Available,1967.9,1967.9,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61Srd7vM0sL._AC_UL320_.jpg,53.0,3.9
"Samsung Galaxy Tab S7 FE 2021 - Tablet Android de 12.4 pulgadas, visualización LTE/WiFi (Verizon) 64 GB S Pen incluido batería de larga duración, rendimiento potente, negro místico, SM-T738UZKAVZW",tablet,Available,5763.37,5763.37,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/411RRAPdlHL._AC_UL320_.jpg,53.0,3.9
"YAPANIZCEL 2 Micas Cristal templado para Samsung Galaxy Tab A9 8.7""(SM-X110, SM-X115), Mica Screen Protector Transparente Vidrio Cristal Templado de Pantalla. (2 Micas)",tablet,Available,175.99,199.99,24.0,12.0,Yes,False,False,https://m.media-amazon.com/images/I/61GXNxbUz9L._AC_UL320_.jpg,2.0,5.0
"YAPANIZCEL 2 Micas Cristal templado para Samsung Galaxy Tab A8 10.5 2022 Sm X200/205/207, Mica 10.5"" Screen Protector Transparente Vidrio Cristal Templado de Pantalla (2 Micas)",tablet,Available,175.0,199.99,24.99,12.5,Yes,False,False,https://m.media-amazon.com/images/I/81zTP9BKpNL._AC_UL320_.jpg,0.0,
"YAPANIZCEL 2 Micas Cristal templado para Samsung Galaxy Tab A7 Lite, Mica Screen Protector Transparente Vidrio Cristal Templado de Pantalla (2 Micas)",tablet,Available,175.99,175.99,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/7193VrYAG9L._AC_UL320_.jpg,1.0,5.0
"YAPANIZCEL Mica Cristal templado para Samsung Galaxy Tab A9 8.7""(SM-X110, SM-X115), Mica Screen Protector Transparente Vidrio Cristal Templado de Pantalla",tablet,Available,199.0,199.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/61Y+INIYBTL._AC_UL320_.jpg,13.0,4.3
"YAPANIZCEL Mica Cristal templado para Samsung Galaxy Tab A9+ Plus 11"" (SM-X210, SM-X216) Mica Screen Protector Transparente Vidrio Cristal Templado de Pantalla",tablet,Available,199.0,199.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/618skGpbTmL._AC_UL320_.jpg,22.0,4.0
"Funda para Samsung Galaxy Tab A7 Lite 8.7 Pulgadas 2021 (Modelo SM-T220/T225/T227) Funda de Cuero PU con visión multiángulo y Bolsillo para Tarjetas Galaxy Tab A7 Lite,",case,Available,319.0,319.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/81cLdWojvnL._AC_UL320_.jpg,36.0,4.5
"YAPANIZCEL Funda Compatible con Samsung Galaxy Tab A9 2023 8.7"" (SM-X115N, SM-X110N), Compuesta de 3 Piezas, Stand Uso rudo (Rosa)",case,Available,313.2,399.0,85.8,21.5,Yes,False,False,https://m.media-amazon.com/images/I/71HHiiQON7L._AC_UL320_.jpg,13.0,4.0
"Befly 2 Unidades Protector de Pantalla para Samsung Galaxy Tab S6 Lite 2022/2020 (SM-P610/P613/P615/P619), Mica Cristal Templado, Transparente",tablet,Available,199.0,199.0,0.0,0.0,No,False,False,https://m.media-amazon.com/images/I/41hvG+Xn-GL._AC_UL320_.jpg,166.0,4.8
