name,product_type,availability,price,original_price,discount_amount,discount_percentage,black_friday_discount,image,reviews_count,rating
"SAMSUNG Galaxy Z Flip 3 5G, versión estadounidense, 128GB, negro fantasma - desbloqueado (reacondicionado)",smartphone,Available,"$6,881.85","$6,881.85","$3,400.00",47.23%,No,https://m.media-amazon.com/images/I/61JXIlARNfL._AC_UL320_.jpg,"1,556",3.7 de 5 estrellas
"SAMSUNG - Galaxy Buds2 Pro - Auriculares inalámbricos, Bluetooth, Morado Bora (reacondicionados)",smartphone,Available,"$1,933.28","$1,933.28","$3,400.00",47.23%,No,https://m.media-amazon.com/images/I/51DzUEvJPDL._AC_UL320_.jpg,991,4.2 de 5 estrellas
"SAMSUNG Galaxy S21 FE 5G, versión de EE. UU., 128 GB, azul marino, desbloqueado (reacondicionado)",smartphone,Available,"$5,220.51","$5,846.55",$626.04,10.71%,No,https://m.media-amazon.com/images/I/91gKJze6DQL._AC_UL320_.jpg,91,4.3 de 5 estrellas
"Samsung Galaxy Tab S9 Beige 12GB RAM 256GB, AI, Spen, Nacional con Garantía",tablet,Out of Stock,N/A,0,$626.04,10.71%,No,https://m.media-amazon.com/images/I/510bCXNfAZL._AC_UL320_.jpg,641,4.8 de 5 estrellas
"SAMSUNG Galaxy Z Flip 4 SM-F721U1 - Desbloqueado de fábrica (128 GB, color morado bora)",smartphone,Available,"$8,263.51","$8,263.51",$626.04,10.71%,No,https://m.media-amazon.com/images/I/51cMSayAObL._AC_UL320_.jpg,412,4.3 de 5 estrellas
""" SAMSUNG - Teléfono móvil Android Galaxy Z Fold 3 5G desbloqueado de fábrica, teléfono inteligente 2 en 1, doble pantalla, cámara debajo de la pantalla, 256 GB de almacenamiento, Phantom Black""",another,Available,"$10,517.00","$10,517.00",$626.04,10.71%,No,https://m.media-amazon.com/images/I/71MFE2UY6-L._AC_UL320_.jpg,967,3.8 de 5 estrellas
"Samsung Galaxy A15 Dual Sim 128GB Light Blue 6GB Ram Desbloqueado 6.5""",smartphone,Available,"$3,399.00","$4,000.00",$601.00,15.02%,No,https://m.media-amazon.com/images/I/51rp0nqaPoL._AC_UL320_.jpg,"1,181",4.6 de 5 estrellas
"Eynshoo Cargador Tipo C, Cargador 45W Carga Rápida, para Galaxy S24 Ultra/S24+/S24/S23 Ultra/S23+/S23/S22+/S22/S21+/Note 10+/Note 20/S20, Galaxy Tab S10/S9/S8, con un Cable de 1,8mtr",tablet,Available,$183.91,$249.00,$65.09,26.14%,No,https://m.media-amazon.com/images/I/51tZmKyzHKL._AC_UL320_.jpg,217,4.5 de 5 estrellas
"Anker Zolo Power Bank, Cable TipoC y Lightning Integrado, 20000mAh, Carga rápida de 30W, Certificación MFI, Compacto y portátil, Compatible con iPhone 11/12/13/14/15 y Samsung Serie y Andrioid",smartphone,Available,$799.20,$999.00,$199.80,20.00%,No,https://m.media-amazon.com/images/I/61cs70QNRxL._AC_UL320_.jpg,368,4.6 de 5 estrellas
QEXWSZS SF-D560RA Cartucho de Tóner Compatible para Samsung Reemplazos SF-D560RA Compatible para Samsung SF-560R 560RC 565PR 565PRC,another,Available,"$1,101.00","$1,101.00",$199.80,20.00%,No,https://m.media-amazon.com/images/I/71z8dRHbM+L._AC_UL320_.jpg,Hasta 12 meses de,No Rating
QEXWSZS ML-D3470A Cartucho de Tóner Compatible para Samsung Reemplazos ML-D3470A Compatible para Samsung ML-3470D 3471ND,another,Available,"$1,141.00","$1,141.00",$199.80,20.00%,No,https://m.media-amazon.com/images/I/71f4gj3WzTL._AC_UL320_.jpg,Hasta 12 meses de,No Rating
QEXWSZS MLT-D304E Cartucho de Tóner Compatible para Samsung Reemplazos MLT-D304E Compatible para Samsung SL-M4583FX M4530NX,another,Available,"$2,351.00","$2,351.00",$199.80,20.00%,No,https://m.media-amazon.com/images/I/71NGrxnKaIL._AC_UL320_.jpg,Hasta 12 meses de,No Rating
"QEXWSZS CLT-K808S Cartucho de Tóner Compatible para Samsung Reemplazos CLT-K808S Compatible para Samsung X4300LX X4250LX X4220RX,Combination",another,Available,"$7,358.99","$7,358.99",$199.80,20.00%,No,https://m.media-amazon.com/images/I/71nt5QcLBDL._AC_UL320_.jpg,Hasta 12 meses de,No Rating
Cartuchos de tóner MLT-D708S con Chip de Repuesto para Samsung MLT-D708S Cartucho de tóner Funciona con Impresora para Samsung MLT-D708S,another,Available,"$1,095.99","$1,095.99",$199.80,20.00%,No,https://m.media-amazon.com/images/I/71wfCIf7A9L._AC_UL320_.jpg,Hasta 12 meses de,No Rating
QEXWSZS ML-D3050A Cartucho de Tóner Compatible para Samsung Reemplazos ML-D3050A Compatible para Samsung ML-3050 3051N 3051ND,another,Available,"$1,201.00","$1,201.00",$199.80,20.00%,No,https://m.media-amazon.com/images/I/71nHgZ-4ruL._AC_UL320_.jpg,Hasta 12 meses de,No Rating
QEXWSZS MLT-D303E Cartucho de Tóner Compatible para Samsung Reemplazos MLT-D303E Compatible para Samsung SL-M4580FX,another,Available,"$2,501.00","$2,501.00",$199.80,20.00%,No,https://m.media-amazon.com/images/I/71oghmmOMtL._AC_UL320_.jpg,Hasta 12 meses de,No Rating
